START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURACION_MIN,AÑO,MES,DIA,MES_AÑO,DIA_SEMANA,FRANJA_HORARIA,INTERVALO_MINUTOS,COINCIDENCIA_TIEMPO_LUGAR,STOP_PREV
2016-11-12 15:14:00,2016-11-12 15:21:00,Business,South,Southwest Berkeley,0.8,,7.0,2016,11,12,11-2016,Saturday,Tarde,21.0,Sí,South
2016-11-12 15:25:00,2016-11-12 15:36:00,Business,Berkeley,Emeryville,1.3,,11.0,2016,11,12,11-2016,Saturday,Tarde,4.0,No,Southwest Berkeley
2016-11-12 15:40:00,2016-11-12 15:59:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,19.0,2016,11,12,11-2016,Saturday,Tarde,4.0,Sí,Emeryville
2016-11-13 08:54:00,2016-11-13 09:02:00,Business,Central,Central,2.3,,8.0,2016,11,13,11-2016,Sunday,Mañana,1015.0,No,Berkeley
2016-11-13 09:27:00,2016-11-13 09:53:00,Business,Central,Central,2.6,,26.0,2016,11,13,11-2016,Sunday,Mañana,25.0,Sí,Central
2016-11-13 10:31:00,2016-11-13 10:37:00,Business,Central,Southside,1.9,,6.0,2016,11,13,11-2016,Sunday,Mañana,38.0,No,Central
2016-11-13 11:04:00,2016-11-13 11:16:00,Business,Southside,West Berkeley,2.1,,12.0,2016,11,13,11-2016,Sunday,Mañana,27.0,Sí,Southside
2016-11-13 12:22:00,2016-11-13 12:51:00,Business,West Berkeley,Southside,4.0,Meeting,29.0,2016,11,13,11-2016,Sunday,Tarde,66.0,No,West Berkeley
2016-11-13 13:05:00,2016-11-13 13:11:00,Business,Southside,South Berkeley,0.9,,6.0,2016,11,13,11-2016,Sunday,Tarde,14.0,Sí,Southside
2016-11-13 13:14:00,2016-11-13 13:18:00,Business,South Berkeley,Southside,0.9,,4.0,2016,11,13,11-2016,Sunday,Tarde,3.0,Sí,South Berkeley
2016-11-13 14:35:00,2016-11-13 14:46:00,Business,Southside,Central,2.4,,11.0,2016,11,13,11-2016,Sunday,Tarde,77.0,No,Southside
2016-11-13 15:14:00,2016-11-13 15:24:00,Business,Central,Southside,1.9,,10.0,2016,11,13,11-2016,Sunday,Tarde,28.0,Sí,Central
2016-11-13 15:47:00,2016-11-13 15:59:00,Business,Southside,Central,1.9,,12.0,2016,11,13,11-2016,Sunday,Tarde,23.0,Sí,Southside
2016-11-14 11:24:00,2016-11-14 12:13:00,Business,Berkeley,Mountain View,44.6,Customer Visit,49.0,2016,11,14,11-2016,Monday,Mañana,1165.0,No,Central
2016-11-14 13:40:00,2016-11-14 14:33:00,Business,Mountain View,Berkeley,43.6,Customer Visit,53.0,2016,11,14,11-2016,Monday,Tarde,87.0,No,Mountain View
2016-11-14 15:27:00,2016-11-14 15:36:00,Business,Berkeley,Emeryville,2.5,,9.0,2016,11,14,11-2016,Monday,Tarde,54.0,No,Berkeley
2016-11-14 20:19:00,2016-11-14 20:30:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,11.0,2016,11,14,11-2016,Monday,Noche,283.0,No,Emeryville
2016-11-15 13:59:00,2016-11-15 14:06:00,Business,Berkeley,Oakland,5.1,,7.0,2016,11,15,11-2016,Tuesday,Tarde,1049.0,No,Berkeley
2016-11-15 14:09:00,2016-11-15 14:26:00,Business,Oakland,San Francisco,9.7,Temporary Site,17.0,2016,11,15,11-2016,Tuesday,Tarde,3.0,Sí,Oakland
2016-11-15 20:44:00,2016-11-15 21:00:00,Business,San Francisco,Berkeley,11.8,Temporary Site,16.0,2016,11,15,11-2016,Tuesday,Noche,378.0,No,San Francisco
2016-11-16 20:21:00,2016-11-16 20:27:00,Business,Berkeley,El Cerrito,2.3,Temporary Site,6.0,2016,11,16,11-2016,Wednesday,Noche,1401.0,No,Berkeley
2016-11-16 22:52:00,2016-11-16 23:02:00,Business,El Cerrito,Berkeley,3.1,Meal/Entertain,10.0,2016,11,16,11-2016,Wednesday,Noche,145.0,No,El Cerrito
2016-11-17 10:13:00,2016-11-17 10:44:00,Business,Berkeley,Oakland,16.3,Customer Visit,31.0,2016,11,17,11-2016,Thursday,Mañana,671.0,No,Berkeley
2016-11-18 20:09:00,2016-11-18 20:19:00,Business,Cary,Morrisville,3.1,Meal/Entertain,10.0,2016,11,18,11-2016,Friday,Noche,2005.0,No,Oakland
2016-11-18 21:23:00,2016-11-18 21:34:00,Business,Morrisville,Cary,5.2,Meal/Entertain,11.0,2016,11,18,11-2016,Friday,Noche,64.0,No,Morrisville
2016-11-18 21:56:00,2016-11-18 22:21:00,Business,Krendle Woods,Whitebridge,6.1,Meeting,25.0,2016,11,18,11-2016,Friday,Noche,22.0,No,Cary
2016-11-19 13:51:00,2016-11-19 14:10:00,Business,Cary,Durham,10.3,Meeting,19.0,2016,11,19,11-2016,Saturday,Tarde,930.0,No,Whitebridge
2016-11-19 14:30:00,2016-11-19 14:51:00,Business,Durham,Cary,10.5,Meeting,21.0,2016,11,19,11-2016,Saturday,Tarde,20.0,Sí,Durham
2016-11-19 16:01:00,2016-11-19 16:06:00,Business,Cary,Cary,1.5,,5.0,2016,11,19,11-2016,Saturday,Tarde,70.0,No,Cary
2016-11-19 16:27:00,2016-11-19 16:41:00,Business,Cary,Cary,1.8,,14.0,2016,11,19,11-2016,Saturday,Tarde,21.0,Sí,Cary
2016-11-19 17:41:00,2016-11-19 17:54:00,Business,Cary,Apex,5.4,Errand/Supplies,13.0,2016,11,19,11-2016,Saturday,Tarde,60.0,No,Cary
2016-11-19 21:14:00,2016-11-19 21:35:00,Business,Apex,Cary,5.4,Customer Visit,21.0,2016,11,19,11-2016,Saturday,Noche,200.0,No,Apex
2016-11-20 10:27:00,2016-11-20 11:32:00,Business,Cary,Cary,39.2,Between Offices,65.0,2016,11,20,11-2016,Sunday,Mañana,772.0,No,Cary
2016-11-20 11:58:00,2016-11-20 12:28:00,Business,Cary,Cary,6.4,Customer Visit,30.0,2016,11,20,11-2016,Sunday,Mañana,26.0,Sí,Cary
2016-11-20 14:58:00,2016-11-20 15:07:00,Business,Cary,Cary,2.7,Meeting,9.0,2016,11,20,11-2016,Sunday,Tarde,150.0,No,Cary
2016-11-20 17:45:00,2016-11-20 18:37:00,Business,Cary,Cary,18.5,Errand/Supplies,52.0,2016,11,20,11-2016,Sunday,Tarde,158.0,No,Cary
2016-11-21 13:37:00,2016-11-21 13:49:00,Business,Cary,Cary,2.5,Meal/Entertain,12.0,2016,11,21,11-2016,Monday,Tarde,1140.0,No,Cary
2016-11-21 14:34:00,2016-11-21 14:44:00,Business,Cary,Cary,2.1,Meal/Entertain,10.0,2016,11,21,11-2016,Monday,Tarde,45.0,No,Cary
2016-11-21 17:50:00,2016-11-21 18:04:00,Business,Cary,Unknown Location,6.7,Errand/Supplies,14.0,2016,11,21,11-2016,Monday,Tarde,186.0,No,Cary
2016-11-21 18:18:00,2016-11-21 18:27:00,Business,Unknown Location,Morrisville,3.5,Meal/Entertain,9.0,2016,11,21,11-2016,Monday,Noche,14.0,Sí,Unknown Location
2016-11-21 18:43:00,2016-11-21 18:51:00,Business,Morrisville,Cary,3.4,Errand/Supplies,8.0,2016,11,21,11-2016,Monday,Noche,16.0,Sí,Morrisville
2016-11-22 15:12:00,2016-11-22 15:27:00,Business,Cary,Cary,5.5,Meeting,15.0,2016,11,22,11-2016,Tuesday,Tarde,1221.0,No,Cary
2016-11-22 15:31:00,2016-11-22 15:44:00,Business,Cary,Cary,4.1,Meeting,13.0,2016,11,22,11-2016,Tuesday,Tarde,4.0,Sí,Cary
2016-11-22 15:51:00,2016-11-22 16:43:00,Business,Cary,Cary,12.7,Customer Visit,52.0,2016,11,22,11-2016,Tuesday,Tarde,7.0,Sí,Cary
2016-11-22 18:18:00,2016-11-22 18:28:00,Business,Cary,Morrisville,3.0,Meal/Entertain,10.0,2016,11,22,11-2016,Tuesday,Noche,95.0,No,Cary
2016-11-22 21:02:00,2016-11-22 21:14:00,Business,Morrisville,Cary,3.5,Customer Visit,12.0,2016,11,22,11-2016,Tuesday,Noche,154.0,No,Morrisville
2016-11-23 15:34:00,2016-11-23 15:50:00,Business,Cary,Cary,5.9,Meal/Entertain,16.0,2016,11,23,11-2016,Wednesday,Tarde,1100.0,No,Cary
2016-11-23 16:18:00,2016-11-23 16:29:00,Business,Cary,Cary,1.9,,11.0,2016,11,23,11-2016,Wednesday,Tarde,28.0,Sí,Cary
2016-11-23 16:49:00,2016-11-23 17:00:00,Business,Cary,Cary,3.3,,11.0,2016,11,23,11-2016,Wednesday,Tarde,20.0,Sí,Cary
2016-11-23 18:37:00,2016-11-23 18:47:00,Business,Cary,Cary,1.3,,10.0,2016,11,23,11-2016,Wednesday,Noche,97.0,No,Cary
2016-11-25 11:47:00,2016-11-25 12:04:00,Business,Cary,Durham,10.3,Meeting,17.0,2016,11,25,11-2016,Friday,Mañana,2460.0,No,Cary
2016-11-25 13:13:00,2016-11-25 13:31:00,Business,Durham,Cary,11.1,Meeting,18.0,2016,11,25,11-2016,Friday,Tarde,69.0,No,Durham
2016-11-26 15:54:00,2016-11-26 15:59:00,Business,Cary,Cary,1.4,,5.0,2016,11,26,11-2016,Saturday,Tarde,1583.0,No,Cary
2016-11-26 17:00:00,2016-11-26 17:12:00,Business,Cary,Apex,5.1,Meeting,12.0,2016,11,26,11-2016,Saturday,Tarde,61.0,No,Cary
2016-11-26 17:36:00,2016-11-26 17:56:00,Business,Apex,Holly Springs,9.0,Meeting,20.0,2016,11,26,11-2016,Saturday,Tarde,24.0,Sí,Apex
2016-11-26 18:29:00,2016-11-26 19:04:00,Business,Holly Springs,Cary,13.3,Between Offices,35.0,2016,11,26,11-2016,Saturday,Noche,33.0,No,Holly Springs
2016-11-26 19:47:00,2016-11-26 19:54:00,Business,Cary,Cary,2.5,Errand/Supplies,7.0,2016,11,26,11-2016,Saturday,Noche,43.0,No,Cary
2016-11-27 15:59:00,2016-11-27 16:06:00,Business,Cary,Morrisville,3.3,Meal/Entertain,7.0,2016,11,27,11-2016,Sunday,Tarde,1205.0,No,Cary
2016-11-27 18:55:00,2016-11-27 19:09:00,Business,Morrisville,Cary,2.9,,14.0,2016,11,27,11-2016,Sunday,Noche,169.0,No,Morrisville
2016-11-30 11:03:00,2016-11-30 11:34:00,Business,Cary,Raleigh,8.5,Customer Visit,31.0,2016,11,30,11-2016,Wednesday,Mañana,3834.0,No,Cary
2016-11-30 11:53:00,2016-11-30 12:35:00,Business,Raleigh,Morrisville,6.7,Temporary Site,42.0,2016,11,30,11-2016,Wednesday,Mañana,19.0,Sí,Raleigh
2016-11-30 12:43:00,2016-11-30 12:53:00,Business,Morrisville,Cary,3.1,,10.0,2016,11,30,11-2016,Wednesday,Tarde,8.0,Sí,Morrisville
2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,15.0,2016,12,1,12-2016,Thursday,Mañana,1131.0,No,Cary
2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,16.0,2016,12,1,12-2016,Thursday,Mañana,38.0,No,Cary
2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,12.0,2016,12,1,12-2016,Thursday,Noche,547.0,No,Cary
2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,10.0,2016,12,1,12-2016,Thursday,Noche,144.0,No,Morrisville
2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,11.0,2016,12,2,12-2016,Friday,Tarde,926.0,No,Cary
2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,15.0,2016,12,2,12-2016,Friday,Tarde,44.0,No,Apex
2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,7.0,2016,12,2,12-2016,Friday,Noche,439.0,No,Cary
2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,8.0,2016,12,2,12-2016,Friday,Noche,131.0,No,Morrisville
2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,21.0,2016,12,3,12-2016,Saturday,Noche,1168.0,No,Cary
2016-12-03 19:08:00,2016-12-03 19:15:00,Business,Wake Co.,Morrisville,1.8,,7.0,2016,12,3,12-2016,Saturday,Noche,12.0,Sí,Wake Co.
2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,10.0,2016,12,3,12-2016,Saturday,Noche,76.0,No,Morrisville
2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,7.0,2016,12,4,12-2016,Sunday,Noche,1335.0,No,Cary
2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,11.0,2016,12,4,12-2016,Sunday,Noche,80.0,No,Morrisville
2016-12-05 18:04:00,2016-12-05 18:17:00,Business,Cary,Cary,4.1,,13.0,2016,12,5,12-2016,Monday,Noche,1290.0,No,Cary
2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,15.0,2016,12,5,12-2016,Monday,Noche,65.0,No,Cary
2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,29.0,2016,12,7,12-2016,Wednesday,Tarde,2426.0,No,Cary
2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,11.0,2016,12,7,12-2016,Wednesday,Tarde,3.0,Sí,Cary
2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,20.0,2016,12,7,12-2016,Wednesday,Noche,427.0,No,Cary
2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,37.0,2016,12,7,12-2016,Wednesday,Noche,60.0,No,Cary
2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,13.0,2016,12,8,12-2016,Thursday,Tarde,989.0,No,Cary
2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,9.0,2016,12,8,12-2016,Thursday,Tarde,21.0,Sí,Cary
2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,5.0,2016,12,8,12-2016,Thursday,Noche,260.0,No,Cary
2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,5.0,2016,12,8,12-2016,Thursday,Noche,119.0,No,Cary
2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,15.0,2016,12,9,12-2016,Friday,Tarde,878.0,No,Cary
2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,28.0,2016,12,9,12-2016,Friday,Tarde,51.0,No,Apex
2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,23.0,2016,12,9,12-2016,Friday,Noche,388.0,No,Cary
2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,54.0,2016,12,9,12-2016,Friday,Noche,89.0,No,Cary
2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,33.0,2016,12,10,12-2016,Saturday,Tarde,826.0,No,Cary
2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,36.0,2016,12,10,12-2016,Saturday,Tarde,86.0,No,Fuquay-Varina
2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,10.0,2016,12,10,12-2016,Saturday,Noche,179.0,No,Cary
2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,12.0,2016,12,10,12-2016,Saturday,Noche,222.0,No,Morrisville
2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,10.0,2016,12,11,12-2016,Sunday,Tarde,1065.0,No,Cary
2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,10.0,2016,12,11,12-2016,Sunday,Noche,169.0,No,Morrisville
2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,8.0,2016,12,11,12-2016,Sunday,Noche,153.0,No,Cary
2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,10.0,2016,12,12,12-2016,Monday,Tarde,926.0,No,Cary
2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,15.0,2016,12,12,12-2016,Monday,Tarde,4.0,Sí,Cary
2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,13.0,2016,12,12,12-2016,Monday,Tarde,35.0,No,Apex
2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,10.0,2016,12,12,12-2016,Monday,Tarde,192.0,No,Cary
2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,9.0,2016,12,12,12-2016,Monday,Noche,167.0,No,Morrisville
2016-12-13 18:19:00,2016-12-13 18:29:00,Business,Cary,Cary,4.2,Errand/Supplies,10.0,2016,12,13,12-2016,Tuesday,Noche,1282.0,No,Cary
2016-12-13 20:20:00,2016-12-13 20:29:00,Business,Cary,Cary,4.1,Meal/Entertain,9.0,2016,12,13,12-2016,Tuesday,Noche,111.0,No,Cary
2016-12-14 16:52:00,2016-12-14 17:10:00,Business,Cary,Cary,3.4,,18.0,2016,12,14,12-2016,Wednesday,Tarde,1223.0,No,Cary
2016-12-14 17:22:00,2016-12-14 17:34:00,Business,Cary,Cary,3.3,,12.0,2016,12,14,12-2016,Wednesday,Tarde,12.0,Sí,Cary
2016-12-14 17:50:00,2016-12-14 18:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,10.0,2016,12,14,12-2016,Wednesday,Tarde,16.0,Sí,Cary
2016-12-14 20:24:00,2016-12-14 20:40:00,Business,Morrisville,Cary,3.1,Customer Visit,16.0,2016,12,14,12-2016,Wednesday,Noche,144.0,No,Morrisville
2016-12-15 14:20:00,2016-12-15 14:54:00,Business,Cary,Morrisville,10.6,Meeting,34.0,2016,12,15,12-2016,Thursday,Tarde,1060.0,No,Cary
2016-12-17 15:38:00,2016-12-17 16:12:00,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,34.0,2016,12,17,12-2016,Saturday,Tarde,2924.0,No,Morrisville
2016-12-17 17:19:00,2016-12-17 17:59:00,Business,Unknown Location,Unknown Location,5.3,Temporary Site,40.0,2016,12,17,12-2016,Saturday,Tarde,67.0,No,Unknown Location
2016-12-18 13:03:00,2016-12-18 13:41:00,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,38.0,2016,12,18,12-2016,Sunday,Tarde,1144.0,No,Unknown Location
2016-12-18 16:38:00,2016-12-18 17:25:00,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,47.0,2016,12,18,12-2016,Sunday,Tarde,177.0,No,Unknown Location
2016-12-18 20:35:00,2016-12-18 21:04:00,Business,Unknown Location,Unknown Location,9.2,,29.0,2016,12,18,12-2016,Sunday,Noche,190.0,No,Unknown Location
2016-12-19 09:08:00,2016-12-19 09:36:00,Business,Unknown Location,Islamabad,7.7,Errand/Supplies,28.0,2016,12,19,12-2016,Monday,Mañana,724.0,No,Unknown Location
2016-12-19 10:15:00,2016-12-19 10:34:00,Business,Islamabad,Rawalpindi,5.9,Temporary Site,19.0,2016,12,19,12-2016,Monday,Mañana,39.0,No,Islamabad
2016-12-19 13:04:00,2016-12-19 13:08:00,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies,4.0,2016,12,19,12-2016,Monday,Tarde,150.0,No,Rawalpindi
2016-12-19 13:24:00,2016-12-19 13:35:00,Business,Unknown Location,Unknown Location,1.3,,11.0,2016,12,19,12-2016,Monday,Tarde,16.0,Sí,Unknown Location
2016-12-19 14:07:00,2016-12-19 14:15:00,Business,Unknown Location,Unknown Location,2.5,,8.0,2016,12,19,12-2016,Monday,Tarde,32.0,No,Unknown Location
2016-12-19 14:18:00,2016-12-19 14:32:00,Business,Unknown Location,Unknown Location,5.3,,14.0,2016,12,19,12-2016,Monday,Tarde,3.0,Sí,Unknown Location
2016-12-19 14:37:00,2016-12-19 14:50:00,Business,Unknown Location,Unknown Location,5.4,,13.0,2016,12,19,12-2016,Monday,Tarde,5.0,Sí,Unknown Location
2016-12-19 15:09:00,2016-12-19 15:38:00,Business,Unknown Location,Rawalpindi,10.2,Customer Visit,29.0,2016,12,19,12-2016,Monday,Tarde,19.0,Sí,Unknown Location
2016-12-19 16:50:00,2016-12-19 17:09:00,Business,Rawalpindi,Islamabad,7.2,Customer Visit,19.0,2016,12,19,12-2016,Monday,Tarde,72.0,No,Rawalpindi
2016-12-19 19:05:00,2016-12-19 19:17:00,Business,Islamabad,Unknown Location,2.2,,12.0,2016,12,19,12-2016,Monday,Noche,116.0,No,Islamabad
2016-12-19 19:55:00,2016-12-19 20:30:00,Business,Unknown Location,Unknown Location,11.0,Meeting,35.0,2016,12,19,12-2016,Monday,Noche,38.0,No,Unknown Location
2016-12-20 08:49:00,2016-12-20 09:24:00,Business,Unknown Location,Rawalpindi,12.0,,35.0,2016,12,20,12-2016,Tuesday,Mañana,739.0,No,Unknown Location
2016-12-20 10:30:00,2016-12-20 10:48:00,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies,18.0,2016,12,20,12-2016,Tuesday,Mañana,66.0,No,Rawalpindi
2016-12-20 11:30:00,2016-12-20 12:17:00,Business,Rawalpindi,Unknown Location,19.4,Meeting,47.0,2016,12,20,12-2016,Tuesday,Mañana,42.0,No,Rawalpindi
2016-12-20 13:14:00,2016-12-20 13:20:00,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies,6.0,2016,12,20,12-2016,Tuesday,Tarde,57.0,No,Unknown Location
2016-12-20 13:54:00,2016-12-20 14:17:00,Business,Unknown Location,Islamabad,5.7,Temporary Site,23.0,2016,12,20,12-2016,Tuesday,Tarde,34.0,No,Unknown Location
2016-12-20 16:14:00,2016-12-20 16:24:00,Business,Islamabad,Islamabad,1.8,Errand/Supplies,10.0,2016,12,20,12-2016,Tuesday,Tarde,117.0,No,Islamabad
2016-12-20 16:56:00,2016-12-20 17:07:00,Business,Islamabad,Islamabad,1.4,Errand/Supplies,11.0,2016,12,20,12-2016,Tuesday,Tarde,32.0,No,Islamabad
2016-12-20 18:47:00,2016-12-20 19:21:00,Business,Islamabad,Unknown Location,10.3,Customer Visit,34.0,2016,12,20,12-2016,Tuesday,Noche,100.0,No,Islamabad
2016-12-21 07:42:00,2016-12-21 08:10:00,Business,Unknown Location,Unknown Location,11.5,Meeting,28.0,2016,12,21,12-2016,Wednesday,Mañana,741.0,No,Unknown Location
2016-12-21 10:14:00,2016-12-21 10:30:00,Business,Unknown Location,Islamabad,4.9,Errand/Supplies,16.0,2016,12,21,12-2016,Wednesday,Mañana,124.0,No,Unknown Location
2016-12-21 11:35:00,2016-12-21 11:49:00,Business,Islamabad,Unknown Location,3.5,Meal/Entertain,14.0,2016,12,21,12-2016,Wednesday,Mañana,65.0,No,Islamabad
2016-12-21 12:51:00,2016-12-21 13:33:00,Business,Unknown Location,Unknown Location,16.2,Meeting,42.0,2016,12,21,12-2016,Wednesday,Tarde,62.0,No,Unknown Location
2016-12-21 15:38:00,2016-12-21 15:49:00,Business,Unknown Location,Unknown Location,2.0,Errand/Supplies,11.0,2016,12,21,12-2016,Wednesday,Tarde,125.0,No,Unknown Location
2016-12-21 15:55:00,2016-12-21 16:05:00,Business,Unknown Location,Islamabad,2.1,Errand/Supplies,10.0,2016,12,21,12-2016,Wednesday,Tarde,6.0,Sí,Unknown Location
2016-12-21 17:45:00,2016-12-21 17:54:00,Business,Islamabad,Islamabad,2.1,Meeting,9.0,2016,12,21,12-2016,Wednesday,Tarde,100.0,No,Islamabad
2016-12-21 17:59:00,2016-12-21 18:31:00,Business,Islamabad,Unknown Location,7.2,Customer Visit,32.0,2016,12,21,12-2016,Wednesday,Tarde,5.0,Sí,Islamabad
2016-12-21 19:49:00,2016-12-21 20:35:00,Business,Unknown Location,Rawalpindi,12.0,Meeting,46.0,2016,12,21,12-2016,Wednesday,Noche,78.0,No,Unknown Location
2016-12-21 20:56:00,2016-12-21 23:42:00,Business,Rawalpindi,Unknown Location,103.0,Meeting,166.0,2016,12,21,12-2016,Wednesday,Noche,21.0,Sí,Rawalpindi
2016-12-22 15:40:00,2016-12-22 16:38:00,Business,Unknown Location,Unknown Location,32.3,Meeting,58.0,2016,12,22,12-2016,Thursday,Tarde,958.0,No,Unknown Location
2016-12-22 17:04:00,2016-12-22 17:20:00,Business,Unknown Location,Unknown Location,5.3,Customer Visit,16.0,2016,12,22,12-2016,Thursday,Tarde,26.0,Sí,Unknown Location
2016-12-22 17:27:00,2016-12-22 17:53:00,Business,Unknown Location,Unknown Location,11.6,Meeting,26.0,2016,12,22,12-2016,Thursday,Tarde,7.0,Sí,Unknown Location
2016-12-22 17:56:00,2016-12-22 18:29:00,Business,Unknown Location,Unknown Location,23.2,Meeting,33.0,2016,12,22,12-2016,Thursday,Tarde,3.0,Sí,Unknown Location
2016-12-22 18:31:00,2016-12-22 18:37:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,6.0,2016,12,22,12-2016,Thursday,Noche,2.0,Sí,Unknown Location
2016-12-22 18:38:00,2016-12-22 18:47:00,Business,Unknown Location,Unknown Location,12.3,Temporary Site,9.0,2016,12,22,12-2016,Thursday,Noche,1.0,Sí,Unknown Location
2016-12-22 19:04:00,2016-12-22 19:50:00,Business,Unknown Location,Lahore,14.0,Meeting,46.0,2016,12,22,12-2016,Thursday,Noche,17.0,Sí,Unknown Location
2016-12-22 21:41:00,2016-12-22 21:53:00,Business,Lahore,Lahore,2.1,Meal/Entertain,12.0,2016,12,22,12-2016,Thursday,Noche,111.0,No,Lahore
2016-12-22 23:27:00,2016-12-22 23:32:00,Business,Lahore,Lahore,2.1,Customer Visit,5.0,2016,12,22,12-2016,Thursday,Madrugada,94.0,No,Lahore
2016-12-23 09:21:00,2016-12-23 09:41:00,Business,Lahore,Lahore,3.0,Meeting,20.0,2016,12,23,12-2016,Friday,Mañana,589.0,No,Lahore
2016-12-23 11:33:00,2016-12-23 11:58:00,Business,Lahore,Unknown Location,6.2,Meeting,25.0,2016,12,23,12-2016,Friday,Mañana,112.0,No,Lahore
2016-12-23 14:15:00,2016-12-23 15:25:00,Business,Unknown Location,Unknown Location,9.6,Meeting,70.0,2016,12,23,12-2016,Friday,Tarde,137.0,No,Unknown Location
2016-12-23 16:23:00,2016-12-23 16:34:00,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies,11.0,2016,12,23,12-2016,Friday,Tarde,58.0,No,Unknown Location
2016-12-23 17:34:00,2016-12-23 18:27:00,Business,Unknown Location,Lahore,7.1,Meal/Entertain,53.0,2016,12,23,12-2016,Friday,Tarde,60.0,No,Unknown Location
2016-12-24 07:43:00,2016-12-24 08:04:00,Business,Lahore,Unknown Location,6.3,Meal/Entertain,21.0,2016,12,24,12-2016,Saturday,Mañana,796.0,No,Lahore
2016-12-24 09:19:00,2016-12-24 09:55:00,Business,Unknown Location,Lahore,10.7,Meal/Entertain,36.0,2016,12,24,12-2016,Saturday,Mañana,75.0,No,Unknown Location
