START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURACION_MIN,AÑO,MES,DIA,MES_AÑO,DIA_SEMANA,FRANJA_HORARIA,INTERVALO_MINUTOS,COINCIDENCIA_TIEMPO_LUGAR,STOP_PREV
2016-12-24 10:34:00,2016-12-24 10:53:00,Business,Lahore,Lahore,5.3,Meal/Entertain,19.0,2016,12,24,12-2016,Saturday,Mañana,39.0,No,Lahore
2016-12-24 12:51:00,2016-12-24 12:53:00,Business,Lahore,Lahore,1.6,Errand/Supplies,2.0,2016,12,24,12-2016,Saturday,Tarde,118.0,No,Lahore
2016-12-24 13:08:00,2016-12-24 13:29:00,Business,Lahore,Lahore,3.6,Errand/Supplies,21.0,2016,12,24,12-2016,Saturday,Tarde,15.0,Sí,Lahore
2016-12-24 17:12:00,2016-12-24 17:27:00,Business,Lahore,Lahore,1.7,Errand/Supplies,15.0,2016,12,24,12-2016,Saturday,Tarde,223.0,No,Lahore
2016-12-24 19:12:00,2016-12-24 19:27:00,Business,Lahore,Lahore,2.9,Meal/Entertain,15.0,2016,12,24,12-2016,Saturday,Noche,105.0,No,Lahore
2016-12-24 22:04:00,2016-12-24 22:09:00,Business,Lahore,Lahore,0.6,Errand/Supplies,5.0,2016,12,24,12-2016,Saturday,Noche,157.0,No,Lahore
2016-12-25 00:10:00,2016-12-25 00:14:00,Business,Lahore,Lahore,0.6,Errand/Supplies,4.0,2016,12,25,12-2016,Sunday,Madrugada,121.0,No,Lahore
2016-12-25 19:15:00,2016-12-25 19:26:00,Business,Lahore,Lahore,2.3,Meal/Entertain,11.0,2016,12,25,12-2016,Sunday,Noche,1141.0,No,Lahore
2016-12-25 21:58:00,2016-12-25 22:04:00,Business,Lahore,Lahore,2.3,Meal/Entertain,6.0,2016,12,25,12-2016,Sunday,Noche,152.0,No,Lahore
2016-12-26 08:30:00,2016-12-26 08:41:00,Business,Lahore,Lahore,3.2,Meal/Entertain,11.0,2016,12,26,12-2016,Monday,Mañana,626.0,No,Lahore
2016-12-26 09:05:00,2016-12-26 09:19:00,Business,Lahore,Lahore,6.2,Customer Visit,14.0,2016,12,26,12-2016,Monday,Mañana,24.0,Sí,Lahore
2016-12-26 10:15:00,2016-12-26 10:36:00,Business,Lahore,Lahore,7.7,Customer Visit,21.0,2016,12,26,12-2016,Monday,Mañana,56.0,No,Lahore
2016-12-26 11:29:00,2016-12-26 11:42:00,Business,Lahore,Lahore,3.8,Customer Visit,13.0,2016,12,26,12-2016,Monday,Mañana,53.0,No,Lahore
2016-12-26 13:09:00,2016-12-26 13:43:00,Business,Lahore,Unknown Location,7.9,Meeting,34.0,2016,12,26,12-2016,Monday,Tarde,87.0,No,Lahore
2016-12-27 07:02:00,2016-12-27 07:14:00,Business,Kar?Chi,Kar?Chi,4.9,Temporary Site,12.0,2016,12,27,12-2016,Tuesday,Mañana,1039.0,No,Unknown Location
2016-12-27 08:37:00,2016-12-27 08:59:00,Business,Kar?Chi,Kar?Chi,5.0,Meal/Entertain,22.0,2016,12,27,12-2016,Tuesday,Mañana,83.0,No,Kar?Chi
2016-12-27 12:53:00,2016-12-27 12:57:00,Business,Kar?Chi,Kar?Chi,0.6,Meal/Entertain,4.0,2016,12,27,12-2016,Tuesday,Tarde,234.0,No,Kar?Chi
2016-12-27 14:49:00,2016-12-27 15:03:00,Business,Kar?Chi,Unknown Location,3.1,Customer Visit,14.0,2016,12,27,12-2016,Tuesday,Tarde,112.0,No,Kar?Chi
2016-12-27 16:34:00,2016-12-27 16:58:00,Business,Unknown Location,Kar?Chi,7.9,Meeting,24.0,2016,12,27,12-2016,Tuesday,Tarde,91.0,No,Unknown Location
2016-12-27 19:19:00,2016-12-27 19:50:00,Business,Kar?Chi,Kar?Chi,5.5,Customer Visit,31.0,2016,12,27,12-2016,Tuesday,Noche,141.0,No,Kar?Chi
2016-12-28 08:34:00,2016-12-28 09:06:00,Business,Kar?Chi,Unknown Location,10.3,Meal/Entertain,32.0,2016,12,28,12-2016,Wednesday,Mañana,764.0,No,Kar?Chi
2016-12-28 11:42:00,2016-12-28 12:12:00,Business,Unknown Location,Kar?Chi,10.4,Errand/Supplies,30.0,2016,12,28,12-2016,Wednesday,Mañana,156.0,No,Unknown Location
2016-12-28 13:53:00,2016-12-28 14:01:00,Business,Kar?Chi,Kar?Chi,2.0,Errand/Supplies,8.0,2016,12,28,12-2016,Wednesday,Tarde,101.0,No,Kar?Chi
2016-12-28 15:04:00,2016-12-28 15:39:00,Business,Kar?Chi,Unknown Location,8.5,Meal/Entertain,35.0,2016,12,28,12-2016,Wednesday,Tarde,63.0,No,Kar?Chi
2016-12-28 17:02:00,2016-12-28 17:16:00,Business,Unknown Location,Kar?Chi,4.4,Errand/Supplies,14.0,2016,12,28,12-2016,Wednesday,Tarde,83.0,No,Unknown Location
2016-12-28 18:33:00,2016-12-28 18:56:00,Business,Kar?Chi,Kar?Chi,3.8,Errand/Supplies,23.0,2016,12,28,12-2016,Wednesday,Noche,77.0,No,Kar?Chi
2016-12-28 22:44:00,2016-12-28 23:18:00,Business,Kar?Chi,Kar?Chi,5.1,Errand/Supplies,34.0,2016,12,28,12-2016,Wednesday,Noche,228.0,No,Kar?Chi
2016-12-29 00:49:00,2016-12-29 01:06:00,Business,Kar?Chi,Kar?Chi,3.8,Errand/Supplies,17.0,2016,12,29,12-2016,Thursday,Madrugada,91.0,No,Kar?Chi
2016-12-29 09:44:00,2016-12-29 10:07:00,Business,Kar?Chi,Unknown Location,11.6,Meal/Entertain,23.0,2016,12,29,12-2016,Thursday,Mañana,518.0,No,Kar?Chi
2016-12-29 11:28:00,2016-12-29 12:00:00,Business,Unknown Location,Kar?Chi,11.9,Meal/Entertain,32.0,2016,12,29,12-2016,Thursday,Mañana,81.0,No,Unknown Location
2016-12-29 12:25:00,2016-12-29 12:33:00,Business,Kar?Chi,Kar?Chi,1.4,Errand/Supplies,8.0,2016,12,29,12-2016,Thursday,Tarde,25.0,Sí,Kar?Chi
2016-12-29 13:17:00,2016-12-29 13:24:00,Business,Kar?Chi,Kar?Chi,1.1,Errand/Supplies,7.0,2016,12,29,12-2016,Thursday,Tarde,44.0,No,Kar?Chi
2016-12-29 13:56:00,2016-12-29 14:11:00,Business,Kar?Chi,Kar?Chi,4.1,Airport/Travel,15.0,2016,12,29,12-2016,Thursday,Tarde,32.0,No,Kar?Chi
2016-12-29 14:42:00,2016-12-29 14:58:00,Business,Kar?Chi,Kar?Chi,6.1,Between Offices,16.0,2016,12,29,12-2016,Thursday,Tarde,31.0,No,Kar?Chi
2016-12-29 15:05:00,2016-12-29 15:16:00,Business,Kar?Chi,Kar?Chi,1.3,Errand/Supplies,11.0,2016,12,29,12-2016,Thursday,Tarde,7.0,Sí,Kar?Chi
2016-12-29 18:59:00,2016-12-29 19:14:00,Business,Kar?Chi,Unknown Location,3.0,Meal/Entertain,15.0,2016,12,29,12-2016,Thursday,Noche,223.0,No,Kar?Chi
2016-12-29 19:50:00,2016-12-29 20:10:00,Business,Unknown Location,Kar?Chi,4.1,Customer Visit,20.0,2016,12,29,12-2016,Thursday,Noche,36.0,No,Unknown Location
2016-12-29 20:15:00,2016-12-29 20:45:00,Business,Kar?Chi,Kar?Chi,7.2,Meeting,30.0,2016,12,29,12-2016,Thursday,Noche,5.0,Sí,Kar?Chi
2016-12-29 20:53:00,2016-12-29 21:42:00,Business,Kar?Chi,Unknown Location,6.4,,49.0,2016,12,29,12-2016,Thursday,Noche,8.0,Sí,Kar?Chi
2016-12-29 23:14:00,2016-12-29 23:47:00,Business,Unknown Location,Kar?Chi,12.9,Meeting,33.0,2016,12,29,12-2016,Thursday,Madrugada,92.0,No,Unknown Location
2016-12-30 10:15:00,2016-12-30 10:33:00,Business,Kar?Chi,Kar?Chi,2.8,Errand/Supplies,18.0,2016,12,30,12-2016,Friday,Mañana,628.0,No,Kar?Chi
2016-12-30 11:31:00,2016-12-30 11:56:00,Business,Kar?Chi,Kar?Chi,2.9,Errand/Supplies,25.0,2016,12,30,12-2016,Friday,Mañana,58.0,No,Kar?Chi
2016-12-30 15:41:00,2016-12-30 16:03:00,Business,Kar?Chi,Kar?Chi,4.6,Errand/Supplies,22.0,2016,12,30,12-2016,Friday,Tarde,225.0,No,Kar?Chi
2016-12-30 16:45:00,2016-12-30 17:08:00,Business,Kar?Chi,Kar?Chi,4.6,Meeting,23.0,2016,12,30,12-2016,Friday,Tarde,42.0,No,Kar?Chi
2016-12-30 23:06:00,2016-12-30 23:10:00,Business,Kar?Chi,Kar?Chi,0.8,Customer Visit,4.0,2016,12,30,12-2016,Friday,Madrugada,358.0,No,Kar?Chi
2016-12-31 01:07:00,2016-12-31 01:14:00,Business,Kar?Chi,Kar?Chi,0.7,Meeting,7.0,2016,12,31,12-2016,Saturday,Madrugada,117.0,No,Kar?Chi
2016-12-31 13:24:00,2016-12-31 13:42:00,Business,Kar?Chi,Unknown Location,3.9,Temporary Site,18.0,2016,12,31,12-2016,Saturday,Tarde,730.0,No,Kar?Chi
2016-12-31 15:03:00,2016-12-31 15:38:00,Business,Unknown Location,Unknown Location,16.2,Meeting,35.0,2016,12,31,12-2016,Saturday,Tarde,81.0,No,Unknown Location
2016-12-31 21:32:00,2016-12-31 21:50:00,Business,Katunayake,Gampaha,6.4,Temporary Site,18.0,2016,12,31,12-2016,Saturday,Noche,354.0,No,Unknown Location
2016-12-31 22:08:00,2016-12-31 23:51:00,Business,Gampaha,Ilukwatta,48.2,Temporary Site,103.0,2016,12,31,12-2016,Saturday,Noche,18.0,Sí,Gampaha
